product_id,product_name,category,subcategory,cost_price
PROD_0414,Fundamental non-volatile instruction set,Electronics,Accessories,268.31
PROD_0415,Networked zero-defect data-warehouse,Electronics,Audio,449.15
PROD_0416,   Total exuding encoding    ,Clothing,Men,143.12
PROD_0417,Centralized attitude-oriented frame,Books,Non-Fiction,142.91
PROD_0418,Public-key explicit encryption,Clothing,Kids,178.77
PROD_0419,Team-oriented client-driven methodology,Home,Bedding,427.98
PROD_0420,Optimized 4thgeneration conglomeration,Books,Educational,144.55
PROD_0421,Phased homogeneous hardware,Home,Furniture,487.85
PROD_0422,Managed uniform leverage,Books,Comics,418.96
PROD_0423,Progressive context-sensitive moderator,Books,Non-Fiction,359.94
PROD_0424,OPERATIVE INTERACTIVE MORATORIUM,Electronics,Audio,386.75
PROD_0425,RevErse-EngineeRed cONteXT-SenSITIVe pORtaL,Books,Educational,362.65
PROD_0426,Inverse content-based task-force,Home,Bedding,174.19
PROD_0427,Networked systemic time-frame,Books,Comics,333.75
PROD_0428,Re-contextualized system-worthy productivity,Clothing,Women,194.76
PROD_0429,Self-enabling 6thgeneration framework,Home,Bedding,308.94
PROD_0430,Horizontal user-facing task-force,Electronics,Audio,421.28
PROD_0431,Devolved analyzing knowledgebase,Home,Furniture,350.71
PROD_0432,Persistent demand-driven matrix,Books,Comics,87.16
PROD_0433,Expanded human-resource focus group,Home,Kitchen,342.71
PROD_0434,Robust asynchronous secured line,Home,Furniture,293.67
PROD_0435,Operative asynchronous website,Clothing,Shoes,208.47
PROD_0436,   Assimilated zero administration superstructure    ,Home,Bedding,19.21
PROD_0437,Versatile full-range matrices,Books,Fiction,208.73
PROD_0438,Progressive bi-directional capacity,Home,Furniture,118.64
PROD_0439,Face-to-face eco-centric forecast,Books,Educational,291.87
PROD_0440,Innovative clear-thinking challenge,Books,Educational,118.86
PROD_0441,Reactive 24hour attitude,Books,Fiction,339.18
PROD_0442,Optional bottom-line success,Clothing,Shoes,139.31
PROD_0443,Customer-focused hybrid function,Electronics,Audio,213.96
PROD_0444,Organized foreground synergy,Home,Bedding,390.04
PROD_0445,OPEN-ARCHITECTED DEMAND-DRIVEN PRODUCTIVITY,Electronics,Accessories,291.84
PROD_0446,Pre-emptive full-range software,Electronics,Smartphones,122.09
PROD_0447,Organic impactful artificial intelligence,Books,Fiction,81.38
PROD_0448,Reverse-engineered directional interface,Books,Educational,204.59
PROD_0449,Ameliorated modular definition,Home,Decor,425.57
PROD_0450,Multi-tiered real-time monitoring,Books,Comics,410.82
PROD_0451,User-centric 3rdgeneration complexity,Home,Bedding,16.75
PROD_0452,Down-sized upward-trending structure,Clothing,Kids,290.55
PROD_0453,Realigned exuding emulation,Clothing,Men,473.81
PROD_0454,Synergized even-keeled service-desk,Books,Educational,246.21
PROD_0455,Optional hybrid protocol,Books,Fiction,371.31
PROD_0456,Phased multi-tasking ability,Clothing,Women,424.03
PROD_0457,Business-focused next generation neural-net,Electronics,Accessories,280.08
PROD_0458,Down-sized didactic archive,Home,Bedding,373.56
PROD_0459,Profound 24hour methodology,Home,Decor,360.59
PROD_0460,   Right-sized homogeneous time-frame    ,Home,Kitchen,413.81
PROD_0461,Diverse 4thgeneration matrices,Electronics,Accessories,99.11
PROD_0462,Fully-configurable fresh-thinking architecture,Clothing,Kids,181.62
PROD_0463,Organic full-range open architecture,Electronics,Accessories,11.15
PROD_0464,Synergized 4thgeneration complexity,Home,Furniture,133.6
PROD_0465,Reactive 6thgeneration process improvement,Books,Comics,297.08
PROD_0466,Fundamental coherent data-warehouse,Home,Bedding,185.87
PROD_0467,Balanced eco-centric archive,Home,Furniture,468.02
PROD_0468,Advanced upward-trending access,Electronics,Accessories,75.63
PROD_0469,Reactive motivating forecast,Clothing,Kids,474.68
PROD_0470,Function-based multi-tasking neural-net,Books,Comics,308.08
PROD_0471,Streamlined global emulation,Electronics,Audio,191.05
PROD_0472,Seamless real-time archive,Home,Kitchen,425.38
PROD_0473,Function-based systematic matrices,Books,Non-Fiction,366.71
PROD_0474,DEVOLVED MOTIVATING METHODOLOGY,Books,Comics,300.14
PROD_0475,Operative value-added migration,Home,Kitchen,231.59
PROD_0476,Sharable static middleware,Home,Decor,35.59
PROD_0477,Multi-layered encompassing extranet,Home,Furniture,129.47
PROD_0478,Secured multi-state knowledge user,Clothing,Shoes,344.87
PROD_0479,Persistent analyzing hierarchy,Electronics,Accessories,123.14
PROD_0480,FUTURE-PROOFED BI-DIRECTIONAL DEFINITION,Electronics,Smartphones,427.33
PROD_0481,   Vision-oriented disintermediate array    ,Electronics,Audio,136.87
PROD_0482,OPTIMIZED TRANSITIONAL ABILITY,Clothing,Shoes,122.2
PROD_0483,Reduced fault-tolerant budgetary management,Electronics,Accessories,352.42
PROD_0484,Switchable full-range functionalities,Electronics,Smartphones,257.65
PROD_0485,De-engineered modular model,Books,Non-Fiction,273.53
PROD_0486,Polarized directional info-mediaries,Clothing,Men,145.74
PROD_0487,Synergistic cohesive hierarchy,Clothing,Women,408.11
PROD_0488,Enterprise-wide modular installation,Home,Furniture,362.46
PROD_0489,Distributed multi-tasking workforce,Books,Fiction,492.98
PROD_0490,Fully-configurable well-modulated circuit,Books,Educational,224.09
PROD_0491,Compatible high-level moderator,Clothing,Women,252.99
PROD_0492,Open-architected clear-thinking ability,Clothing,Men,296.72
PROD_0493,Polarized real-time implementation,Books,Comics,251.55
PROD_0494,strEaMLInEd MULtImeDia DEfInITiOn,Books,Educational,298.04
PROD_0495,Reactive regional forecast,Clothing,Kids,462.82
PROD_0496,Optimized scalable capacity,Home,Furniture,319.5
PROD_0497,Reactive clear-thinking forecast,Books,Fiction,231.93
PROD_0498,Sharable systemic architecture,Electronics,Accessories,445.49
PROD_0499,User-centric content-based orchestration,Home,Decor,212.27
PROD_0500,Open-source neutral leverage,Books,Educational,273.63
PROD_0501,Customer-focused non-volatile hardware,Home,Kitchen,47.91
PROD_0502,Customizable tangible strategy,Electronics,Accessories,292.87
PROD_0503,Self-enabling non-volatile definition,Home,Furniture,380.41
PROD_0504,Right-sized disintermediate process improvement,Electronics,Smartphones,305.69
PROD_0505,Enterprise-wide 4thgeneration strategy,Home,Furniture,23.36
PROD_0506,Up-sized tangible infrastructure,Home,Decor,205.57
PROD_0507,Stand-alone heuristic superstructure,Books,Non-Fiction,110.48
PROD_0508,Compatible composite focus group,Books,Fiction,23.61
PROD_0509,Proactive system-worthy core,Home,Decor,248.07
PROD_0510,Managed hybrid forecast,Clothing,Men,94.33
PROD_0511,Extended context-sensitive archive,Books,Comics,322.56
PROD_0512,Intuitive bifurcated circuit,Books,Fiction,138.65
PROD_0513,Up-sized 24/7 customer loyalty,Clothing,Kids,184.08
PROD_0514,Multi-lateral zero-defect pricing structure,Clothing,Shoes,239.37
PROD_0515,Synergized value-added data-warehouse,Books,Fiction,156.07
PROD_0516,Synchronized interactive superstructure,Home,Kitchen,316.05
PROD_0517,Synergistic homogeneous attitude,Books,Comics,364.99
PROD_0518,Programmable encompassing architecture,Electronics,Laptops,495.72
PROD_0519,Virtual methodical project,Books,Non-Fiction,85.16
PROD_0520,   Diverse web-enabled middleware    ,Clothing,Kids,371.7
PROD_0521,Automated value-added service-desk,Books,Fiction,13.15
PROD_0522,Ergonomic empowering extranet,Home,Bedding,164.8
PROD_0523,Cross-platform full-range contingency,Books,Comics,488.7
PROD_0524,Innovative even-keeled superstructure,Clothing,Shoes,449.86
PROD_0525,Managed regional attitude,Clothing,Men,190.75
PROD_0526,Customer-focused bottom-line secured line,Clothing,Shoes,141.52
PROD_0527,Digitized incremental adapter,Clothing,Shoes,12.46
PROD_0528,Innovative next generation encryption,Clothing,Kids,343.95
PROD_0529,Intuitive 6thgeneration complexity,Home,Bedding,154.8
PROD_0530,Customizable systematic extranet,Clothing,Men,26.13
PROD_0531,Decentralized uniform process improvement,Books,Comics,204.59
PROD_0532,Reactive upward-trending extranet,Electronics,Accessories,427.89
PROD_0533,Quality-focused bifurcated implementation,Books,Fiction,434.03
PROD_0534,Sharable radical system engine,Books,Comics,343.36
PROD_0535,Secured system-worthy neural-net,Clothing,Kids,482.28
PROD_0536,Integrated interactive conglomeration,Home,Decor,75.64
PROD_0537,Versatile discrete protocol,Clothing,Men,229.69
PROD_0538,Synergistic hybrid strategy,Clothing,Men,393.47
PROD_0539,Enterprise-wide regional task-force,Home,Kitchen,98.09
PROD_0540,Up-sized 3rdgeneration initiative,Home,Decor,209.48
PROD_0541,TotAl WeLL-mODulaTeD AnalYzer,Clothing,Men,49.17
PROD_0542,Implemented attitude-oriented matrix,Clothing,Women,57.52
PROD_0543,Enhanced global encryption,Clothing,Men,310.14
PROD_0544,Switchable upward-trending support,Electronics,Audio,373.19
PROD_0545,Universal transitional encoding,Books,Comics,450.22
PROD_0546,Advanced static hierarchy,Electronics,Accessories,261.93
PROD_0547,Configurable bottom-line archive,Clothing,Shoes,393.47
PROD_0548,Monitored 24/7 forecast,Electronics,Smartphones,440.7
PROD_0549,Ergonomic real-time instruction set,Electronics,Accessories,246.84
PROD_0550,Up-sized methodical neural-net,Books,Fiction,152.59
PROD_0551,Managed zero tolerance parallelism,Home,Bedding,464.29
PROD_0552,Ergonomic holistic Graphical User Interface,Electronics,Laptops,326.24
PROD_0553,De-engineered holistic extranet,Clothing,Women,322.99
PROD_0554,   Distributed user-facing matrix    ,Clothing,Men,458.87
PROD_0555,Vision-oriented executive adapter,Books,Non-Fiction,44.81
PROD_0556,Face-to-face methodical leverage,Books,Educational,88.28
PROD_0557,Object-based mobile benchmark,Home,Bedding,188.22
PROD_0558,Operative transitional portal,Electronics,Laptops,372.0
PROD_0559,SwitChAbLe bifUrCATED taSk-FoRCE,Clothing,Men,316.73
PROD_0560,Quality-focused mission-critical framework,Clothing,Kids,43.86
PROD_0561,Front-line context-sensitive analyzer,Clothing,Women,440.73
PROD_0562,Re-engineered methodical core,Electronics,Accessories,383.19
PROD_0563,Ameliorated bi-directional protocol,Electronics,Audio,230.02
PROD_0564,Secured local middleware,Clothing,Kids,173.04
PROD_0565,Progressive modular instruction set,Electronics,Smartphones,378.66
PROD_0566,Managed eco-centric array,Electronics,Audio,208.51
PROD_0567,User-centric client-server intranet,Electronics,Laptops,280.94
PROD_0568,Multi-channeled even-keeled open system,Home,Kitchen,265.85
PROD_0569,Front-line dynamic matrices,Books,Non-Fiction,427.3
PROD_0570,Intuitive object-oriented interface,Home,Kitchen,325.32
PROD_0571,Adaptive optimizing alliance,Home,Furniture,106.56
PROD_0572,Assimilated tangible focus group,Books,Comics,261.45
PROD_0573,Mandatory directional parallelism,Books,Educational,327.0
PROD_0574,User-centric background neural-net,Books,Comics,267.8
PROD_0575,Grass-roots background database,Clothing,Men,107.12
PROD_0576,Optimized bandwidth-monitored project,Books,Fiction,45.2
PROD_0577,Realigned contextually-based architecture,Clothing,Women,50.38
PROD_0578,Cross-platform static Graphic Interface,Books,Non-Fiction,304.71
PROD_0579,perSIsTeNT EmpOweRING BENchMark,Home,Furniture,128.45
PROD_0580,Networked well-modulated data-warehouse,Books,Comics,51.39
PROD_0581,Customizable intangible emulation,Electronics,Accessories,435.23
PROD_0582,SHARABLE BIFURCATED PROJECT,Books,Educational,120.38
PROD_0583,QUALITY-FOCUSED 3RDGENERATION ARRAY,Electronics,Laptops,5.47
PROD_0584,Up-sized full-range knowledge user,Clothing,Kids,203.71
PROD_0585,Organic neutral collaboration,Electronics,Accessories,70.19
PROD_0586,Visionary 6thgeneration archive,Home,Furniture,279.96
PROD_0587,Profit-focused 4thgeneration function,Books,Comics,213.28
PROD_0588,Synergistic tangible matrices,Home,Furniture,430.6
PROD_0589,Re-engineered next generation implementation,Clothing,Men,49.19
PROD_0590,Cloned full-range customer loyalty,Electronics,Smartphones,78.97
PROD_0591,Progressive local model,Clothing,Shoes,240.28
PROD_0592,Distributed bi-directional definition,Books,Fiction,47.15
PROD_0593,Multi-layered 24hour neural-net,Books,Educational,270.5
PROD_0594,Advanced holistic artificial intelligence,Electronics,Accessories,348.08
PROD_0595,Reduced impactful array,Clothing,Men,194.92
PROD_0596,Extended hybrid strategy,Home,Furniture,131.76
PROD_0597,De-engineered user-facing solution,Books,Non-Fiction,175.89
PROD_0598,Persevering 24hour open system,Electronics,Laptops,272.17
PROD_0599,Enhanced leadingedge model,Home,Bedding,174.06
PROD_0600,Customizable heuristic matrix,Electronics,Smartphones,254.58
